Time(s) Residual_Strain
2.97259452e-02 -1.20761963e-25
2.97659532e-02 -1.04610296e-25
2.98059612e-02 -8.77976160e-26
2.98459692e-02 -7.04171025e-26
2.98859772e-02 -5.25655459e-26
2.99259852e-02 -3.43428092e-26
2.99659932e-02 -1.58512717e-26
3.00060012e-02 2.80474513e-27
3.00460092e-02 2.15195638e-26
3.00860172e-02 4.01867480e-26
3.01260252e-02 5.86997066e-26
3.01660332e-02 7.69522998e-26
3.02060412e-02 9.48394466e-26
3.02460492e-02 1.12257728e-25
3.02860572e-02 1.29105982e-25
3.03260652e-02 1.45285890e-25
3.03660732e-02 1.60702552e-25
3.04060812e-02 1.75265033e-25
3.04460892e-02 1.88886905e-25
3.04860972e-02 2.01486756e-25
3.05261052e-02 2.12988669e-25
3.05661132e-02 2.23322685e-25
3.06061212e-02 2.32425220e-25
3.06461292e-02 2.40239452e-25
3.06861372e-02 2.46715679e-25
3.07261452e-02 2.51811621e-25
3.07661532e-02 2.55492700e-25
3.08061612e-02 2.57732262e-25
3.08461692e-02 2.58511763e-25
3.08861772e-02 2.57820907e-25
3.09261852e-02 2.55657737e-25
3.09661932e-02 2.52028681e-25
3.10062012e-02 2.46948548e-25
3.10462092e-02 2.40440476e-25
3.10862172e-02 2.32535837e-25
3.11262252e-02 2.23274087e-25
3.11662332e-02 2.12702576e-25
3.12062412e-02 2.00876310e-25
3.12462492e-02 1.87857667e-25
3.12862573e-02 1.73716071e-25
3.13262653e-02 1.58527627e-25
3.13662733e-02 1.42374709e-25
3.14062813e-02 1.25345520e-25
3.14462893e-02 1.07533612e-25
3.14862973e-02 8.90373725e-26
3.15263053e-02 6.99594841e-26
3.15663133e-02 5.04063564e-26
3.16063213e-02 3.04875344e-26
3.16463293e-02 1.03150868e-26
3.16863373e-02 -9.99702295e-27
3.17263453e-02 -3.03335785e-26
3.17663533e-02 -5.05787623e-26
3.18063613e-02 -7.06168132e-26
3.18463693e-02 -9.03326867e-26
3.18863773e-02 -1.09612713e-25
3.19263853e-02 -1.28345252e-25
3.19663933e-02 -1.46421336e-25
3.20064013e-02 -1.63735302e-25
3.20464093e-02 -1.80185408e-25
3.20864173e-02 -1.95674426e-25
3.21264253e-02 -2.10110219e-25
3.21664333e-02 -2.23406283e-25
3.22064413e-02 -2.35482263e-25
3.22464493e-02 -2.46264437e-25
3.22864573e-02 -2.55686160e-25
3.23264653e-02 -2.63688277e-25
3.23664733e-02 -2.70219485e-25
3.24064813e-02 -2.75236662e-25
3.24464893e-02 -2.78705140e-25
3.24864973e-02 -2.80598941e-25
3.25265053e-02 -2.80900958e-25
3.25665133e-02 -2.79603088e-25
3.26065213e-02 -2.76706316e-25
3.26465293e-02 -2.72220743e-25
3.26865373e-02 -2.66165567e-25
3.27265453e-02 -2.58569009e-25
3.27665533e-02 -2.49468189e-25
3.28065613e-02 -2.38908952e-25
3.28465693e-02 -2.26945635e-25
3.28865773e-02 -2.13640801e-25
3.29265853e-02 -1.99064907e-25
3.29665933e-02 -1.83295937e-25
3.30066013e-02 -1.66418991e-25
3.30466093e-02 -1.48525823e-25
3.30866173e-02 -1.29714347e-25
3.31266253e-02 -1.10088106e-25
3.31666333e-02 -8.97556987e-26
3.32066413e-02 -6.88301877e-26
3.32466493e-02 -4.74284675e-26
3.32866573e-02 -2.56706160e-26
3.33266653e-02 -3.67922227e-27
3.33666733e-02 1.84213019e-26
3.34066813e-02 4.05054241e-26
3.34466893e-02 6.24472020e-26
3.34866973e-02 8.41209998e-26
3.35267053e-02 1.05402206e-25
3.35667133e-02 1.26167946e-25
3.36067213e-02 1.46297791e-25
3.36467293e-02 1.65674456e-25
3.36867373e-02 1.84184477e-25
3.37267453e-02 2.01718874e-25
3.37667534e-02 2.18173793e-25
3.38067614e-02 2.33451116e-25
3.38467694e-02 2.47459044e-25
3.38867774e-02 2.60112643e-25
3.39267854e-02 2.71334362e-25
3.39667934e-02 2.81054497e-25
3.40068014e-02 2.89211627e-25
3.40468094e-02 2.95752989e-25
3.40868174e-02 3.00634823e-25
3.41268254e-02 3.03822650e-25
3.41668334e-02 3.05291508e-25
3.42068414e-02 3.05026134e-25
3.42468494e-02 3.03021089e-25
3.42868574e-02 2.99280828e-25
3.43268654e-02 2.93819712e-25
3.43668734e-02 2.86661971e-25
3.44068814e-02 2.77841601e-25
3.44468894e-02 2.67402213e-25
3.44868974e-02 2.55396819e-25
3.45269054e-02 2.41887571e-25
3.45669134e-02 2.26945440e-25
3.46069214e-02 2.10649851e-25
3.46469294e-02 1.93088261e-25
3.46869374e-02 1.74355692e-25
3.47269454e-02 1.54554224e-25
3.47669534e-02 1.33792438e-25
3.48069614e-02 1.12184822e-25
3.48469694e-02 8.98511481e-26
3.48869774e-02 6.69158028e-26
3.49269854e-02 4.35071031e-26
3.49669934e-02 1.97565776e-26
3.50070014e-02 -4.20176913e-27
3.50470094e-02 -2.82322109e-26
3.50870174e-02 -5.21980665e-26
3.51270254e-02 -7.59624748e-26
3.51670334e-02 -9.93891744e-26
3.52070414e-02 -1.22343283e-25
3.52470494e-02 -1.44692069e-25
3.52870574e-02 -1.66305723e-25
3.53270654e-02 -1.87058102e-25
3.53670734e-02 -2.06827468e-25
3.54070814e-02 -2.25497196e-25
3.54470894e-02 -2.42956465e-25
3.54870974e-02 -2.59100906e-25
3.55271054e-02 -2.73833227e-25
3.55671134e-02 -2.87063795e-25
3.56071214e-02 -2.98711177e-25
3.56471294e-02 -3.08702638e-25
3.56871374e-02 -3.16974591e-25
3.57271454e-02 -3.23472991e-25
3.57671534e-02 -3.28153691e-25
3.58071614e-02 -3.30982723e-25
3.58471694e-02 -3.31936539e-25
3.58871774e-02 -3.31002186e-25
3.59271854e-02 -3.28177420e-25
3.59671934e-02 -3.23470763e-25
3.60072014e-02 -3.16901499e-25
3.60472094e-02 -3.08499604e-25
3.60872174e-02 -2.98305622e-25
3.61272254e-02 -2.86370472e-25
3.61672334e-02 -2.72755204e-25
3.62072414e-02 -2.57530687e-25
3.62472494e-02 -2.40777248e-25
3.62872575e-02 -2.22584250e-25
3.63272655e-02 -2.03049619e-25
3.63672735e-02 -1.82279323e-25
3.64072815e-02 -1.60386795e-25
3.64472895e-02 -1.37492321e-25
3.64872975e-02 -1.13722380e-25
3.65273055e-02 -8.92089469e-26
3.65673135e-02 -6.40887655e-26
3.66073215e-02 -3.85025847e-26
3.66473295e-02 -1.25943742e-26
3.66873375e-02 1.34894837e-26
3.67273455e-02 3.96010188e-26
3.67673535e-02 6.55915097e-26
3.68073615e-02 9.13123289e-26
3.68473695e-02 1.16615790e-25
3.68873775e-02 1.41355994e-25
3.69273855e-02 1.65389667e-25
3.69673935e-02 1.88576988e-25
3.70074015e-02 2.10782399e-25
3.70474095e-02 2.31875397e-25
3.70874175e-02 2.51731294e-25
3.71274255e-02 2.70231956e-25
3.71674335e-02 2.87266498e-25
3.72074415e-02 3.02731948e-25
3.72474495e-02 3.16533866e-25
3.72874575e-02 3.28586912e-25
3.73274655e-02 3.38815376e-25
3.73674735e-02 3.47153643e-25
3.74074815e-02 3.53546608e-25
3.74474895e-02 3.57950033e-25
3.74874975e-02 3.60330844e-25
3.75275055e-02 3.60667362e-25
3.75675135e-02 3.58949475e-25
3.76075215e-02 3.55178738e-25
3.76475295e-02 3.49368413e-25
3.76875375e-02 3.41543444e-25
3.77275455e-02 3.31740355e-25
3.77675535e-02 3.20007092e-25
3.78075615e-02 3.06402796e-25
3.78475695e-02 2.90997508e-25
3.78875775e-02 2.73871817e-25
3.79275855e-02 2.55116440e-25
3.79675935e-02 2.34831747e-25
3.80076015e-02 2.13127228e-25
3.80476095e-02 1.90120903e-25
3.80876175e-02 1.65938686e-25
3.81276255e-02 1.40713700e-25
3.81676335e-02 1.14585542e-25
3.82076415e-02 8.76995195e-26
3.82476495e-02 6.02058405e-26
3.82876575e-02 3.22587793e-26
3.83276655e-02 4.01581284e-27
3.83676735e-02 -2.43632640e-26
3.84076815e-02 -5.27172399e-26
3.84476895e-02 -8.08844006e-26
3.84876975e-02 -1.08703448e-25
3.85277055e-02 -1.36014422e-25
3.85677135e-02 -1.62659617e-25
3.86077215e-02 -1.88484490e-25
3.86477295e-02 -2.13338554e-25
3.86877375e-02 -2.37076252e-25
3.87277455e-02 -2.59557808e-25
3.87677536e-02 -2.80650044e-25
3.88077616e-02 -3.00227168e-25
3.88477696e-02 -3.18171519e-25
3.88877776e-02 -3.34374271e-25
3.89277856e-02 -3.48736089e-25
3.89677936e-02 -3.61167732e-25
3.90078016e-02 -3.71590605e-25
3.90478096e-02 -3.79937244e-25
3.90878176e-02 -3.86151754e-25
3.91278256e-02 -3.90190163e-25
3.91678336e-02 -3.92020731e-25
3.92078416e-02 -3.91624173e-25
3.92478496e-02 -3.88993820e-25
3.92878576e-02 -3.84135710e-25
3.93278656e-02 -3.77068604e-25
3.93678736e-02 -3.67823927e-25
3.94078816e-02 -3.56445644e-25
3.94478896e-02 -3.42990056e-25
3.94878976e-02 -3.27525529e-25
3.95279056e-02 -3.10132158e-25
3.95679136e-02 -2.90901348e-25
3.96079216e-02 -2.69935348e-25
3.96479296e-02 -2.47346704e-25
3.96879376e-02 -2.23257663e-25
3.97279456e-02 -1.97799516e-25
3.97679536e-02 -1.71111882e-25
3.98079616e-02 -1.43341947e-25
3.98479696e-02 -1.14643658e-25
3.98879776e-02 -8.51768695e-26
3.99279856e-02 -5.51064577e-26
3.99679936e-02 -2.46013999e-26
4.00080016e-02 6.16617170e-27
4.00480096e-02 3.70219384e-26
4.00880176e-02 6.77903801e-26
4.01280256e-02 9.82957708e-26
4.01680336e-02 1.28363179e-25
4.02080416e-02 1.57819470e-25
4.02480496e-02 1.86494296e-25
4.02880576e-02 2.14221081e-25
4.03280656e-02 2.40837988e-25
4.03680736e-02 2.66188852e-25
4.04080816e-02 2.90124103e-25
4.04480896e-02 3.12501638e-25
4.04880976e-02 3.33187664e-25
4.05281056e-02 3.52057492e-25
4.05681136e-02 3.68996285e-25
4.06081216e-02 3.83899754e-25
4.06481296e-02 3.96674792e-25
4.06881376e-02 4.07240050e-25
4.07281456e-02 4.15526450e-25
4.07681536e-02 4.21477624e-25
4.08081616e-02 4.25050289e-25
4.08481696e-02 4.26214548e-25
4.08881776e-02 4.24954109e-25
4.09281856e-02 4.21266437e-25
4.09681936e-02 4.15162820e-25
4.10082016e-02 4.06668363e-25
4.10482096e-02 3.95821899e-25
4.10882176e-02 3.82675822e-25
4.11282256e-02 3.67295845e-25
4.11682336e-02 3.49760676e-25
4.12082416e-02 3.30161623e-25
4.12482496e-02 3.08602126e-25
4.12882577e-02 2.85197209e-25
4.13282657e-02 2.60072882e-25
4.13682737e-02 2.33365456e-25
4.14082817e-02 2.05220813e-25
4.14482897e-02 1.75793613e-25
4.14882977e-02 1.45246445e-25
4.15283057e-02 1.13748934e-25
4.15683137e-02 8.14768015e-26
4.16083217e-02 4.86108897e-26
4.16483297e-02 1.53361490e-26
4.16883377e-02 -1.81593978e-26
4.17283457e-02 -5.16857160e-26
4.17683537e-02 -8.50518333e-26
4.18083617e-02 -1.18066925e-25
4.18483697e-02 -1.50541403e-25
4.18883777e-02 -1.82288000e-25
4.19283857e-02 -2.13122846e-25
4.19683937e-02 -2.42866532e-25
4.20084017e-02 -2.71345148e-25
4.20484097e-02 -2.98391299e-25
4.20884177e-02 -3.23845084e-25
4.21284257e-02 -3.47555035e-25
4.21684337e-02 -3.69379018e-25
4.22084417e-02 -3.89185080e-25
4.22484497e-02 -4.06852238e-25
4.22884577e-02 -4.22271218e-25
4.23284657e-02 -4.35345121e-25
4.23684737e-02 -4.45990027e-25
4.24084817e-02 -4.54135524e-25
4.24484897e-02 -4.59725164e-25
4.24884977e-02 -4.62716841e-25
4.25285057e-02 -4.63083087e-25
4.25685137e-02 -4.60811291e-25
4.26085217e-02 -4.55903826e-25
4.26485297e-02 -4.48378099e-25
4.26885377e-02 -4.38266507e-25
4.27285457e-02 -4.25616321e-25
4.27685537e-02 -4.10489467e-25
4.28085617e-02 -3.92962238e-25
4.28485697e-02 -3.73124915e-25
4.28885777e-02 -3.51081305e-25
4.29285857e-02 -3.26948212e-25
4.29685937e-02 -3.00854813e-25
4.30086017e-02 -2.72941979e-25
4.30486097e-02 -2.43361515e-25
4.30886177e-02 -2.12275341e-25
4.31286257e-02 -1.79854608e-25
4.31686337e-02 -1.46278759e-25
4.32086417e-02 -1.11734542e-25
4.32486497e-02 -7.64149715e-26
4.32886577e-02 -4.05182567e-26
4.33286657e-02 -4.24669016e-27
4.33686737e-02 3.21944879e-26
4.34086817e-02 6.85982477e-26
4.34486897e-02 1.04756943e-25
4.34886977e-02 1.40463491e-25
4.35287057e-02 1.75512557e-25
4.35687137e-02 2.09701731e-25
4.36087217e-02 2.42832691e-25
4.36487297e-02 2.74712354e-25
4.36887377e-02 3.05153993e-25
4.37287457e-02 3.33978331e-25
4.37687538e-02 3.61014590e-25
4.38087618e-02 3.86101497e-25
4.38487698e-02 4.09088247e-25
4.38887778e-02 4.29835399e-25
4.39287858e-02 4.48215720e-25
4.39687938e-02 4.64114955e-25
4.40088018e-02 4.77432534e-25
4.40488098e-02 4.88082201e-25
4.40888178e-02 4.95992558e-25
4.41288258e-02 5.01107536e-25
4.41688338e-02 5.03386775e-25
4.42088418e-02 5.02805914e-25
4.42488498e-02 4.99356799e-25
4.42888578e-02 4.93047591e-25
4.43288658e-02 4.83902786e-25
4.43688738e-02 4.71963142e-25
4.44088818e-02 4.57285508e-25
4.44488898e-02 4.39942568e-25
4.44888978e-02 4.20022491e-25
4.45289058e-02 3.97628488e-25
4.45689138e-02 3.72878282e-25
4.46089218e-02 3.45903502e-25
4.46489298e-02 3.16848982e-25
4.46889378e-02 2.85871991e-25
4.47289458e-02 2.53141389e-25
4.47689538e-02 2.18836703e-25
4.48089618e-02 1.83147157e-25
4.48489698e-02 1.46270625e-25
4.48889778e-02 1.08412538e-25
4.49289858e-02 6.97847493e-26
4.49689938e-02 3.06043449e-26
4.50090018e-02 -8.90756708e-27
4.50490098e-02 -4.85271030e-26
4.50890178e-02 -8.80288684e-26
4.51290258e-02 -1.27187236e-25
4.51690338e-02 -1.65777633e-25
4.52090418e-02 -2.03577822e-25
4.52490498e-02 -2.40369178e-25
4.52890578e-02 -2.75937952e-25
4.53290658e-02 -3.10076507e-25
4.53690738e-02 -3.42584522e-25
4.54090818e-02 -3.73270171e-25
4.54490898e-02 -4.01951243e-25
4.54890978e-02 -4.28456225e-25
4.55291058e-02 -4.52625319e-25
4.55691138e-02 -4.74311398e-25
4.56091218e-02 -4.93380903e-25
4.56491298e-02 -5.09714650e-25
4.56891378e-02 -5.23208571e-25
4.57291458e-02 -5.33774370e-25
4.57691538e-02 -5.41340083e-25
4.58091618e-02 -5.45850561e-25
4.58491698e-02 -5.47267846e-25
4.58891778e-02 -5.45571461e-25
4.59291858e-02 -5.40758592e-25
4.59691938e-02 -5.32844178e-25
4.60092018e-02 -5.21860898e-25
4.60492098e-02 -5.07859051e-25
4.60892178e-02 -4.90906346e-25
4.61292258e-02 -4.71087582e-25
4.61692338e-02 -4.48504232e-25
4.62092418e-02 -4.23273937e-25
4.62492498e-02 -3.95529894e-25
4.62892579e-02 -3.65420164e-25
4.63292659e-02 -3.33106884e-25
4.63692739e-02 -2.98765402e-25
4.64092819e-02 -2.62583329e-25
4.64492899e-02 -2.24759520e-25
4.64892979e-02 -1.85502984e-25
4.65293059e-02 -1.45031734e-25
4.65693139e-02 -1.03571580e-25
4.66093219e-02 -6.13548770e-26
4.66493299e-02 -1.86192203e-26
4.66893379e-02 2.43938827e-26
4.67293459e-02 6.74403754e-26
4.67693539e-02 1.10275032e-25
4.68093619e-02 1.52652853e-25
4.68493699e-02 1.94330458e-25
4.68893779e-02 2.35067483e-25
4.69293859e-02 2.74627963e-25
4.69693939e-02 3.12781692e-25
4.70094019e-02 3.49305558e-25
4.70494099e-02 3.83984847e-25
4.70894179e-02 4.16614498e-25
4.71294259e-02 4.47000309e-25
4.71694339e-02 4.74960090e-25
4.72094419e-02 5.00324749e-25
4.72494499e-02 5.22939307e-25
4.72894579e-02 5.42663839e-25
4.73294659e-02 5.59374333e-25
4.73694739e-02 5.72963459e-25
4.74094819e-02 5.83341247e-25
4.74494899e-02 5.90435671e-25
4.74894979e-02 5.94193133e-25
4.75295059e-02 5.94578838e-25
4.75695139e-02 5.91577070e-25
4.76095219e-02 5.85191360e-25
4.76495299e-02 5.75444539e-25
4.76895379e-02 5.62378690e-25
4.77295459e-02 5.46054979e-25
4.77695539e-02 5.26553391e-25
4.78095619e-02 5.03972342e-25
4.78495699e-02 4.78428195e-25
4.78895779e-02 4.50054672e-25
4.79295859e-02 4.19002153e-25
4.79695939e-02 3.85436895e-25
4.80096019e-02 3.49540143e-25
4.80496099e-02 3.11507156e-25
4.80896179e-02 2.71546153e-25
4.81296259e-02 2.29877178e-25
4.81696339e-02 1.86730890e-25
4.82096419e-02 1.42347297e-25
4.82496499e-02 9.69744180e-26
4.82896579e-02 5.08669064e-26
4.83296659e-02 4.28462393e-27
4.83696739e-02 -4.25088200e-26
4.84096819e-02 -8.92475557e-26
4.84496899e-02 -1.35664959e-25
4.84896979e-02 -1.81495170e-25
4.85297059e-02 -2.26474607e-25
4.85697139e-02 -2.70343485e-25
4.86097219e-02 -3.12847303e-25
4.86497299e-02 -3.53738324e-25
4.86897379e-02 -3.92777009e-25
4.87297459e-02 -4.29733417e-25
4.87697540e-02 -4.64388555e-25
4.88097620e-02 -4.96535667e-25
4.88497700e-02 -5.25981465e-25
4.88897780e-02 -5.52547282e-25
4.89297860e-02 -5.76070153e-25
4.89697940e-02 -5.96403801e-25
4.90098020e-02 -6.13419542e-25
4.90498100e-02 -6.27007088e-25
4.90898180e-02 -6.37075248e-25
4.91298260e-02 -6.43552528e-25
4.91698340e-02 -6.46387611e-25
4.92098420e-02 -6.45549739e-25
4.92498500e-02 -6.41028962e-25
4.92898580e-02 -6.32836283e-25
4.93298660e-02 -6.21003681e-25
4.93698740e-02 -6.05584008e-25
4.94098820e-02 -5.86650774e-25
4.94498900e-02 -5.64297810e-25
4.94898980e-02 -5.38638816e-25
4.95299060e-02 -5.09806792e-25
4.95699140e-02 -4.77953356e-25
4.96099220e-02 -4.43247957e-25
4.96499300e-02 -4.05876976e-25
4.96899380e-02 -3.66042739e-25
4.97299460e-02 -3.23962420e-25
4.97699540e-02 -2.79866868e-25
4.98099620e-02 -2.33999341e-25
4.98499700e-02 -1.86614175e-25
4.98899780e-02 -1.37975375e-25
4.99299860e-02 -8.83551509e-26
4.99699940e-02 -3.80323959e-26
5.00100020e-02 1.27088731e-26
5.00500100e-02 6.35811156e-26
5.00900180e-02 1.14294892e-25
5.01300260e-02 1.64560505e-25
5.01700340e-02 2.14089650e-25
5.02100420e-02 2.62597067e-25
5.02500500e-02 3.09802174e-25
5.02900580e-02 3.55430687e-25
5.03300660e-02 3.99216209e-25
5.03700740e-02 4.40901782e-25
5.04100820e-02 4.80241383e-25
5.04500900e-02 5.17001379e-25
5.04900980e-02 5.50961902e-25
5.05301060e-02 5.81918158e-25
5.05701140e-02 6.09681657e-25
5.06101220e-02 6.34081353e-25
5.06501300e-02 6.54964684e-25
5.06901380e-02 6.72198524e-25
5.07301460e-02 6.85670010e-25
5.07701540e-02 6.95287275e-25
5.08101620e-02 7.00980051e-25
5.08501700e-02 7.02700157e-25
5.08901780e-02 7.00421863e-25
5.09301860e-02 6.94142127e-25
5.09701940e-02 6.83880700e-25
5.10102020e-02 6.69680110e-25
5.10502100e-02 6.51605507e-25
5.10902180e-02 6.29744383e-25
5.11302260e-02 6.04206165e-25
5.11702340e-02 5.75121675e-25
5.12102420e-02 5.42642476e-25
5.12502501e-02 5.06940085e-25
5.12902581e-02 4.68205081e-25
5.13302661e-02 4.26646090e-25
5.13702741e-02 3.82488671e-25
5.14102821e-02 3.35974100e-25
5.14502901e-02 2.87358055e-25
5.14902981e-02 2.36909214e-25
5.15303061e-02 1.84907784e-25
5.15703141e-02 1.31643940e-25
5.16103221e-02 7.74162185e-26
5.16503301e-02 2.25298463e-26
5.16903381e-02 -3.27049722e-26
5.17303461e-02 -8.79748029e-26
5.17703541e-02 -1.42964756e-25
5.18103621e-02 -1.97360273e-25
5.18503701e-02 -2.50848926e-25
5.18903781e-02 -3.03122199e-25
5.19303861e-02 -3.53877271e-25
5.19703941e-02 -4.02818758e-25
5.20104021e-02 -4.49660431e-25
5.20504101e-02 -4.94126879e-25
5.20904181e-02 -5.35955130e-25
5.21304261e-02 -5.74896190e-25
5.21704341e-02 -6.10716528e-25
5.22104421e-02 -6.43199461e-25
5.22504501e-02 -6.72146463e-25
5.22904581e-02 -6.97378365e-25
5.23304661e-02 -7.18736455e-25
5.23704741e-02 -7.36083465e-25
5.24104821e-02 -7.49304440e-25
5.24504901e-02 -7.58307482e-25
5.24904981e-02 -7.63024366e-25
5.25305061e-02 -7.63411024e-25
5.25705141e-02 -7.59447893e-25
5.26105221e-02 -7.51140124e-25
5.26505301e-02 -7.38517655e-25
5.26905381e-02 -7.21635134e-25
5.27305461e-02 -7.00571712e-25
5.27705541e-02 -6.75430687e-25
5.28105621e-02 -6.46339013e-25
5.28505701e-02 -6.13446671e-25
5.28905781e-02 -5.76925908e-25
5.29305861e-02 -5.36970340e-25
5.29705941e-02 -4.93793939e-25
5.30106021e-02 -4.47629895e-25
5.30506101e-02 -3.98729357e-25
5.30906181e-02 -3.47360083e-25
5.31306261e-02 -2.93804974e-25
5.31706341e-02 -2.38360524e-25
5.32106421e-02 -1.81335185e-25
5.32506501e-02 -1.23047656e-25
5.32906581e-02 -6.38251084e-26
5.33306661e-02 -4.00135404e-27
5.33706741e-02 5.60850298e-26
5.34106821e-02 1.16092612e-25
5.34506901e-02 1.75679041e-25
5.34906981e-02 2.34502994e-25
5.35307061e-02 2.92226127e-25
5.35707141e-02 3.48515011e-25
5.36107221e-02 4.03043059e-25
5.36507301e-02 4.55492409e-25
5.36907381e-02 5.05555774e-25
5.37307461e-02 5.52938234e-25
5.37707542e-02 5.97358969e-25
5.38107622e-02 6.38552913e-25
5.38507702e-02 6.76272332e-25
5.38907782e-02 7.10288300e-25
5.39307862e-02 7.40392085e-25
5.39707942e-02 7.66396416e-25
5.40108022e-02 7.88136638e-25
5.40508102e-02 8.05471741e-25
5.40908182e-02 8.18285258e-25
5.41308262e-02 8.26486026e-25
5.41708342e-02 8.30008812e-25
5.42108422e-02 8.28814783e-25
5.42508502e-02 8.22891836e-25
5.42908582e-02 8.12254772e-25
5.43308662e-02 7.96945325e-25
5.43708742e-02 7.77032025e-25
5.44108822e-02 7.52609919e-25
5.44508902e-02 7.23800135e-25
5.44908982e-02 6.90749296e-25
5.45309062e-02 6.53628785e-25
5.45709142e-02 6.12633869e-25
5.46109222e-02 5.67982683e-25
5.46509302e-02 5.19915074e-25
5.46909382e-02 4.68691326e-25
5.47309462e-02 4.14590754e-25
5.47709542e-02 3.57910192e-25
5.48109622e-02 2.98962369e-25
5.48509702e-02 2.38074190e-25
5.48909782e-02 1.75584931e-25
5.49309862e-02 1.11844354e-25
5.49709942e-02 4.72107556e-26
5.50110022e-02 -1.79510421e-26
5.50510102e-02 -8.32717428e-26
5.50910182e-02 -1.48379664e-25
5.51310262e-02 -2.12902848e-25
5.51710342e-02 -2.76471175e-25
5.52110422e-02 -3.38718488e-25
5.52510502e-02 -3.99284689e-25
5.52910582e-02 -4.57817821e-25
5.53310662e-02 -5.13976101e-25
5.53710742e-02 -5.67429916e-25
5.54110822e-02 -6.17863743e-25
5.54510902e-02 -6.64978011e-25
5.54910982e-02 -7.08490867e-25
5.55311062e-02 -7.48139857e-25
5.55711142e-02 -7.83683496e-25
5.56111222e-02 -8.14902733e-25
5.56511302e-02 -8.41602288e-25
5.56911382e-02 -8.63611857e-25
5.57311462e-02 -8.80787189e-25
5.57711542e-02 -8.93011006e-25
5.58111622e-02 -9.00193784e-25
5.58511702e-02 -9.02274375e-25
5.58911782e-02 -8.99220465e-25
5.59311862e-02 -8.91028877e-25
5.59711942e-02 -8.77725708e-25
5.60112022e-02 -8.59366291e-25
5.60512102e-02 -8.36035004e-25
5.60912182e-02 -8.07844900e-25
5.61312262e-02 -7.74937181e-25
5.61712342e-02 -7.37480504e-25
5.62112422e-02 -6.95670132e-25
5.62512503e-02 -6.49726925e-25
5.62912583e-02 -5.99896184e-25
5.63312663e-02 -5.46446355e-25
5.63712743e-02 -4.89667585e-25
5.64112823e-02 -4.29870161e-25
5.64512903e-02 -3.67382818e-25
5.64912983e-02 -3.02550944e-25
5.65313063e-02 -2.35734671e-25
5.65713143e-02 -1.67306888e-25
5.66113223e-02 -9.76511647e-26
5.66513303e-02 -2.71596062e-26
5.66913383e-02 4.37693460e-26
5.67313463e-02 1.14733160e-25
5.67713543e-02 1.85327491e-25
5.68113623e-02 2.55148480e-25
5.68513703e-02 3.23795057e-25
5.68913783e-02 3.90871237e-25
5.69313863e-02 4.55988401e-25
5.69713943e-02 5.18767535e-25
5.70114023e-02 5.78841434e-25
5.70514103e-02 6.35856841e-25
5.70914183e-02 6.89476514e-25
5.71314263e-02 7.39381217e-25
5.71714343e-02 7.85271605e-25
5.72114423e-02 8.26870018e-25
5.72514503e-02 8.63922144e-25
5.72914583e-02 8.96198567e-25
5.73314663e-02 9.23496170e-25
5.73714743e-02 9.45639401e-25
5.74114823e-02 9.62481384e-25
5.74514903e-02 9.73904870e-25
5.74914983e-02 9.79823025e-25
5.75315063e-02 9.80180047e-25
5.75715143e-02 9.74951607e-25
5.76115223e-02 9.64145116e-25
5.76515303e-02 9.47799807e-25
5.76915383e-02 9.25986642e-25
5.77315463e-02 8.98808035e-25
5.77715543e-02 8.66397390e-25
5.78115623e-02 8.28918469e-25
5.78515703e-02 7.86564579e-25
5.78915783e-02 7.39557590e-25
5.79315863e-02 6.88146780e-25
5.79715943e-02 6.32607531e-25
5.80116023e-02 5.73239858e-25
5.80516103e-02 5.10366802e-25
5.80916183e-02 4.44332678e-25
5.81316263e-02 3.75501199e-25
5.81716343e-02 3.04253482e-25
5.82116423e-02 2.30985943e-25
5.82516503e-02 1.56108099e-25
5.82916583e-02 8.00402895e-26
5.83316663e-02 3.21131902e-27
5.83716743e-02 -7.39439486e-26
5.84116823e-02 -1.50987047e-25
5.84516903e-02 -2.27478391e-25
5.84916983e-02 -3.02979779e-25
5.85317063e-02 -3.77056894e-25
5.85717143e-02 -4.49281797e-25
5.86117223e-02 -5.19235392e-25
5.86517303e-02 -5.86509846e-25
5.86917383e-02 -6.50710964e-25
5.87317463e-02 -7.11460489e-25
5.87717544e-02 -7.68398319e-25
5.88117624e-02 -8.21184636e-25
5.88517704e-02 -8.69501923e-25
5.88917784e-02 -9.13056862e-25
5.89317864e-02 -9.51582105e-25
5.89717944e-02 -9.84837899e-25
5.90118024e-02 -1.01261357e-24
5.90518104e-02 -1.03472882e-24
5.90918184e-02 -1.05103492e-24
5.91318264e-02 -1.06141563e-24
5.91718344e-02 -1.06578803e-24
5.92118424e-02 -1.06410311e-24
5.92518504e-02 -1.05634619e-24
5.92918584e-02 -1.04253715e-24
5.93318664e-02 -1.02273043e-24
5.93718744e-02 -9.97014884e-25
5.94118824e-02 -9.65513398e-25
5.94518904e-02 -9.28382334e-25
5.94918984e-02 -8.85810765e-25
5.95319064e-02 -8.38019534e-25
5.95719144e-02 -7.85260119e-25
5.96119224e-02 -7.27813325e-25
5.96519304e-02 -6.65987801e-25
5.96919384e-02 -6.00118389e-25
5.97319464e-02 -5.30564326e-25
5.97719544e-02 -4.57707289e-25
5.98119624e-02 -3.81949313e-25
5.98519704e-02 -3.03710577e-25
5.98919784e-02 -2.23427088e-25
