Time(s) Residual_Strain
5.99319864e-02 -1.41548253e-25
5.99719944e-02 -5.85343759e-26
6.00120024e-02 2.51459268e-26
6.00520104e-02 1.09018360e-25
6.00920184e-02 1.92605632e-25
6.01320264e-02 2.75430164e-25
6.01720344e-02 3.57016810e-25
6.02120424e-02 4.36895574e-25
6.02520504e-02 5.14604312e-25
6.02920584e-02 5.89691395e-25
6.03320664e-02 6.61718327e-25
6.03720744e-02 7.30262298e-25
6.04120824e-02 7.94918652e-25
6.04520904e-02 8.55303273e-25
6.04920984e-02 9.11054853e-25
6.05321064e-02 9.61837041e-25
6.05721144e-02 1.00734047e-24
6.06121224e-02 1.04728460e-24
6.06521304e-02 1.08141948e-24
6.06921384e-02 1.10952726e-24
6.07321464e-02 1.13142357e-24
6.07721544e-02 1.14695869e-24
6.08121624e-02 1.15601858e-24
6.08521704e-02 1.15852564e-24
6.08921784e-02 1.15443931e-24
6.09321864e-02 1.14375646e-24
6.09721944e-02 1.12651152e-24
6.10122024e-02 1.10277649e-24
6.10522104e-02 1.07266063e-24
6.10922184e-02 1.03631002e-24
6.11322264e-02 9.93906866e-25
6.11722344e-02 9.45668589e-25
6.12122424e-02 8.91846752e-25
6.12522505e-02 8.32725747e-25
6.12922585e-02 7.68621314e-25
6.13322665e-02 6.99878861e-25
6.13722745e-02 6.26871618e-25
6.14122825e-02 5.49998619e-25
6.14522905e-02 4.69682533e-25
6.14922985e-02 3.86367348e-25
6.15323065e-02 3.00515927e-25
6.15723145e-02 2.12607444e-25
6.16123225e-02 1.23134718e-25
6.16523305e-02 3.26014611e-26
6.16923385e-02 -5.84805503e-26
6.17323465e-02 -1.49594361e-25
6.17723545e-02 -2.40220763e-25
6.18123625e-02 -3.29841244e-25
6.18523705e-02 -4.17940946e-25
6.18923785e-02 -5.04011617e-25
6.19323865e-02 -5.87554531e-25
6.19723945e-02 -6.68083372e-25
6.20124025e-02 -7.45127054e-25
6.20524105e-02 -8.18232467e-25
6.20924185e-02 -8.86967132e-25
6.21324265e-02 -9.50921749e-25
6.21724345e-02 -1.00971262e-24
6.22124425e-02 -1.06298396e-24
6.22524505e-02 -1.11040998e-24
6.22924585e-02 -1.15169694e-24
6.23324665e-02 -1.18658489e-24
6.23724745e-02 -1.21484933e-24
6.24124825e-02 -1.23630260e-24
6.24524905e-02 -1.25079512e-24
6.24924985e-02 -1.25821637e-24
6.25325065e-02 -1.25849571e-24
6.25725145e-02 -1.25160291e-24
6.26125225e-02 -1.23754852e-24
6.26525305e-02 -1.21638393e-24
6.26925385e-02 -1.18820127e-24
6.27325465e-02 -1.15313304e-24
6.27725545e-02 -1.11135153e-24
6.28125625e-02 -1.06306797e-24
6.28525705e-02 -1.00853151e-24
6.28925785e-02 -9.48027933e-25
6.29325865e-02 -8.81878176e-25
6.29725945e-02 -8.10436651e-25
6.30126025e-02 -7.34089351e-25
6.30526105e-02 -6.53251780e-25
6.30926185e-02 -5.68366699e-25
6.31326265e-02 -4.79901717e-25
6.31726345e-02 -3.88346721e-25
6.32126425e-02 -2.94211174e-25
6.32526505e-02 -1.98021291e-25
6.32926585e-02 -1.00317107e-25
6.33326665e-02 -1.64945086e-27
6.33726745e-02 9.74231472e-26
6.34126825e-02 1.96337610e-25
6.34526905e-02 2.94529505e-25
6.34926985e-02 3.91436255e-25
6.35327065e-02 4.86500353e-25
6.35727145e-02 5.79172558e-25
6.36127225e-02 6.68915065e-25
6.36527305e-02 7.55204608e-25
6.36927385e-02 8.37535505e-25
6.37327465e-02 9.15422613e-25
6.37727546e-02 9.88404172e-25
6.38127626e-02 1.05604453e-24
6.38527706e-02 1.11793674e-24
6.38927786e-02 1.17370497e-24
6.39327866e-02 1.22300681e-24
6.39727946e-02 1.26553531e-24
6.40128026e-02 1.30102093e-24
6.40528106e-02 1.32923316e-24
6.40928186e-02 1.34998204e-24
6.41328266e-02 1.36311938e-24
6.41728346e-02 1.36853979e-24
6.42128426e-02 1.36618145e-24
6.42528506e-02 1.35602659e-24
6.42928586e-02 1.33810187e-24
6.43328666e-02 1.31247828e-24
6.43728746e-02 1.27927103e-24
6.44128826e-02 1.23863899e-24
6.44528906e-02 1.19078398e-24
6.44928986e-02 1.13594983e-24
6.45329066e-02 1.07442109e-24
6.45729146e-02 1.00652165e-24
6.46129226e-02 9.32612969e-25
6.46529306e-02 8.53092238e-25
6.46929386e-02 7.68390213e-25
6.47329466e-02 6.78968913e-25
6.47729546e-02 5.85319109e-25
6.48129626e-02 4.87957642e-25
6.48529706e-02 3.87424578e-25
6.48929786e-02 2.84280228e-25
6.49329866e-02 1.79102033e-25
6.49729946e-02 7.24813406e-26
6.50130026e-02 -3.49799079e-26
6.50530106e-02 -1.42672568e-25
6.50930186e-02 -2.49983733e-25
6.51330266e-02 -3.56300216e-25
6.51730346e-02 -4.61012039e-25
6.52130426e-02 -5.63515926e-25
6.52530506e-02 -6.63218768e-25
6.52930586e-02 -7.59541043e-25
6.53330666e-02 -8.51920175e-25
6.53730746e-02 -9.39813809e-25
6.54130826e-02 -1.02270298e-24
6.54530906e-02 -1.10009517e-24
6.54930986e-02 -1.17152722e-24
6.55331066e-02 -1.23656808e-24
6.55731146e-02 -1.29482141e-24
6.56131226e-02 -1.34592796e-24
6.56531306e-02 -1.38956778e-24
6.56931386e-02 -1.42546219e-24
6.57331466e-02 -1.45337556e-24
6.57731546e-02 -1.47311678e-24
6.58131626e-02 -1.48454058e-24
6.58531706e-02 -1.48754849e-24
6.58931786e-02 -1.48208964e-24
6.59331866e-02 -1.46816119e-24
6.59731946e-02 -1.44580859e-24
6.60132026e-02 -1.41512547e-24
6.60532106e-02 -1.37625332e-24
6.60932186e-02 -1.32938089e-24
6.61332266e-02 -1.27474326e-24
6.61732346e-02 -1.21262073e-24
6.62132426e-02 -1.14333740e-24
6.62532507e-02 -1.06725945e-24
6.62932587e-02 -9.84793283e-25
6.63332667e-02 -8.96383339e-25
6.63732747e-02 -8.02509713e-25
6.64132827e-02 -7.03685569e-25
6.64532907e-02 -6.00454345e-25
6.64932987e-02 -4.93386778e-25
6.65333067e-02 -3.83077760e-25
6.65733147e-02 -2.70143041e-25
6.66133227e-02 -1.55215810e-25
6.66533307e-02 -3.89431483e-26
6.66933387e-02 7.80175999e-26
6.67333467e-02 1.95002532e-25
6.67733547e-02 3.11344947e-25
6.68133627e-02 4.26379134e-25
6.68533707e-02 5.39444168e-25
6.68933787e-02 6.49887700e-25
6.69333867e-02 7.57069708e-25
6.69733947e-02 8.60366194e-25
6.70134027e-02 9.59172807e-25
6.70534107e-02 1.05290836e-24
6.70934187e-02 1.14101825e-24
6.71334267e-02 1.22297771e-24
6.71734347e-02 1.29829491e-24
6.72134427e-02 1.36651395e-24
6.72534507e-02 1.42721752e-24
6.72934587e-02 1.48002950e-24
6.73334667e-02 1.52461722e-24
6.73734747e-02 1.56069357e-24
6.74134827e-02 1.58801881e-24
6.74534907e-02 1.60640209e-24
6.74934987e-02 1.61570280e-24
6.75335067e-02 1.61583150e-24
6.75735147e-02 1.60675070e-24
6.76135227e-02 1.58847524e-24
6.76535307e-02 1.56107242e-24
6.76935387e-02 1.52466185e-24
6.77335467e-02 1.47941495e-24
6.77735547e-02 1.42555420e-24
6.78135627e-02 1.36335206e-24
6.78535707e-02 1.29312965e-24
6.78935787e-02 1.21525506e-24
6.79335867e-02 1.13014150e-24
6.79735947e-02 1.03824509e-24
6.80136027e-02 9.40062419e-25
6.80536107e-02 8.36127926e-25
6.80936187e-02 7.27010965e-25
6.81336267e-02 6.13312709e-25
6.81736347e-02 4.95662860e-25
6.82136427e-02 3.74716163e-25
6.82536507e-02 2.51148782e-25
6.82936587e-02 1.25654529e-25
6.83336667e-02 -1.05902159e-27
6.83736747e-02 -1.28274507e-25
6.84136827e-02 -2.55268828e-25
6.84536907e-02 -3.81317248e-25
6.84936987e-02 -5.05697516e-25
6.85337067e-02 -6.27693994e-25
6.85737147e-02 -7.46601764e-25
6.86137227e-02 -8.61730683e-25
6.86537307e-02 -9.72409385e-25
6.86937387e-02 -1.07798918e-24
6.87337467e-02 -1.17784783e-24
6.87737548e-02 -1.27139322e-24
6.88137628e-02 -1.35806684e-24
6.88537708e-02 -1.43734714e-24
6.88937788e-02 -1.50875256e-24
6.89337868e-02 -1.57184456e-24
6.89737948e-02 -1.62623017e-24
6.90138028e-02 -1.67156452e-24
6.90538108e-02 -1.70755291e-24
6.90938188e-02 -1.73395276e-24
6.91338268e-02 -1.75057514e-24
6.91738348e-02 -1.75728612e-24
6.92138428e-02 -1.75400771e-24
6.92538508e-02 -1.74071855e-24
6.92938588e-02 -1.71745425e-24
6.93338668e-02 -1.68430744e-24
6.93738748e-02 -1.64142743e-24
6.94138828e-02 -1.58901960e-24
6.94538908e-02 -1.52734449e-24
6.94938988e-02 -1.45671647e-24
6.95339068e-02 -1.37750224e-24
6.95739148e-02 -1.29011887e-24
6.96139228e-02 -1.19503170e-24
6.96539308e-02 -1.09275182e-24
6.96939388e-02 -9.83833384e-25
6.97339468e-02 -8.68870598e-25
6.97739548e-02 -7.48494503e-25
6.98139628e-02 -6.23369526e-25
6.98539708e-02 -4.94189824e-25
6.98939788e-02 -3.61675450e-25
6.99339868e-02 -2.26568350e-25
6.99739948e-02 -8.96282215e-26
7.00140028e-02 4.83717431e-26
7.00540108e-02 1.86649211e-25
7.00940188e-02 3.24417133e-25
7.01340268e-02 4.60888208e-25
7.01740348e-02 5.95279369e-25
7.02140428e-02 7.26816268e-25
7.02540508e-02 8.54737720e-25
7.02940588e-02 9.78300096e-25
7.03340668e-02 1.09678163e-24
7.03740748e-02 1.20948663e-24
7.04140828e-02 1.31574954e-24
7.04540908e-02 1.41493884e-24
7.04940988e-02 1.50646081e-24
7.05341068e-02 1.58976306e-24
7.05741148e-02 1.66433781e-24
7.06141228e-02 1.72972502e-24
7.06541308e-02 1.78551516e-24
7.06941388e-02 1.83135176e-24
7.07341468e-02 1.86693365e-24
7.07741548e-02 1.89201691e-24
7.08141628e-02 1.90641649e-24
7.08541708e-02 1.91000748e-24
7.08941788e-02 1.90272608e-24
7.09341868e-02 1.88457021e-24
7.09741948e-02 1.85559977e-24
7.10142028e-02 1.81593652e-24
7.10542108e-02 1.76576367e-24
7.10942188e-02 1.70532508e-24
7.11342268e-02 1.63492408e-24
7.11742348e-02 1.55492201e-24
7.12142428e-02 1.46573639e-24
7.12542509e-02 1.36783873e-24
7.12942589e-02 1.26175213e-24
7.13342669e-02 1.14804843e-24
7.13742749e-02 1.02734519e-24
7.14142829e-02 9.00302352e-25
7.14542909e-02 7.67618619e-25
7.14942989e-02 6.30027659e-25
7.15343069e-02 4.88294050e-25
7.15743149e-02 3.43209048e-25
7.16143229e-02 1.95586182e-25
7.16543309e-02 4.62567094e-26
7.16943389e-02 -1.03935055e-25
7.17343469e-02 -2.54136494e-25
7.17743549e-02 -4.03491519e-25
7.18143629e-02 -5.51145434e-25
7.18543709e-02 -6.96249812e-25
7.18943789e-02 -8.37967358e-25
7.19343869e-02 -9.75476722e-25
7.19743949e-02 -1.10797725e-24
7.20144029e-02 -1.23469363e-24
7.20544109e-02 -1.35488041e-24
7.20944189e-02 -1.46782635e-24
7.21344269e-02 -1.57285867e-24
7.21744349e-02 -1.66934696e-24
7.22144429e-02 -1.75670700e-24
7.22544509e-02 -1.83440426e-24
7.22944589e-02 -1.90195714e-24
7.23344669e-02 -1.95893993e-24
7.23744749e-02 -2.00498547e-24
7.24144829e-02 -2.03978744e-24
7.24544909e-02 -2.06310242e-24
7.24944989e-02 -2.07475146e-24
7.25345069e-02 -2.07462140e-24
7.25745149e-02 -2.06266575e-24
7.26145229e-02 -2.03890527e-24
7.26545309e-02 -2.00342805e-24
7.26945389e-02 -1.95638934e-24
7.27345469e-02 -1.89801090e-24
7.27745549e-02 -1.82858004e-24
7.28145629e-02 -1.74844818e-24
7.28545709e-02 -1.65802917e-24
7.28945789e-02 -1.55779714e-24
7.29345869e-02 -1.44828408e-24
7.29745949e-02 -1.33007697e-24
7.30146029e-02 -1.20381473e-24
7.30546109e-02 -1.07018475e-24
7.30946189e-02 -9.29919168e-25
7.31346269e-02 -7.83790873e-25
7.31746349e-02 -6.32609274e-25
7.32146429e-02 -4.77215830e-25
7.32546509e-02 -3.18479377e-25
7.32946589e-02 -1.57291290e-25
7.33346669e-02 5.43950919e-27
7.33746749e-02 1.68791661e-25
7.34146829e-02 3.31836573e-25
7.34546909e-02 4.93643677e-25
7.34946989e-02 6.53285734e-25
7.35347069e-02 8.09844127e-25
7.35747149e-02 9.62414131e-25
7.36147229e-02 1.11011013e-24
7.36547309e-02 1.25207074e-24
7.36947389e-02 1.38746381e-24
7.37347469e-02 1.51549129e-24
7.37747550e-02 1.63539391e-24
7.38147630e-02 1.74645568e-24
7.38547710e-02 1.84800811e-24
7.38947790e-02 1.93943425e-24
7.39347870e-02 2.02017239e-24
7.39747950e-02 2.08971949e-24
7.40148030e-02 2.14763427e-24
7.40548110e-02 2.19354000e-24
7.40948190e-02 2.22712687e-24
7.41348270e-02 2.24815407e-24
7.41748350e-02 2.25645139e-24
7.42148430e-02 2.25192050e-24
7.42548510e-02 2.23453581e-24
7.42948590e-02 2.20434488e-24
7.43348670e-02 2.16146845e-24
7.43748750e-02 2.10610006e-24
7.44148830e-02 2.03850523e-24
7.44548910e-02 1.95902022e-24
7.44948990e-02 1.86805041e-24
7.45349070e-02 1.76606830e-24
7.45749150e-02 1.65361100e-24
7.46149230e-02 1.53127753e-24
7.46549310e-02 1.39972557e-24
7.46949390e-02 1.25966800e-24
7.47349470e-02 1.11186903e-24
7.47749550e-02 9.57140053e-25
7.48149630e-02 7.96335231e-25
7.48549710e-02 6.30346770e-25
7.48949790e-02 4.60100001e-25
7.49349870e-02 2.86548237e-25
7.49749950e-02 1.10667450e-25
7.50150030e-02 -6.65491999e-26
7.50550110e-02 -2.44096957e-25
7.50950190e-02 -4.20965150e-25
7.51350270e-02 -5.96142931e-25
7.51750350e-02 -7.68625034e-25
7.52150430e-02 -9.37417526e-25
7.52550510e-02 -1.10154352e-24
7.52950590e-02 -1.26004882e-24
7.53350670e-02 -1.41200744e-24
7.53750750e-02 -1.55652697e-24
7.54150830e-02 -1.69275386e-24
7.54550910e-02 -1.81987840e-24
7.54950990e-02 -1.93713949e-24
7.55351070e-02 -2.04382923e-24
7.55751150e-02 -2.13929712e-24
7.56151230e-02 -2.22295402e-24
7.56551310e-02 -2.29427575e-24
7.56951390e-02 -2.35280634e-24
7.57351470e-02 -2.39816088e-24
7.57751550e-02 -2.43002806e-24
7.58151630e-02 -2.44817215e-24
7.58551710e-02 -2.45243473e-24
7.58951790e-02 -2.44273585e-24
7.59351870e-02 -2.41907483e-24
7.59751950e-02 -2.38153056e-24
7.60152030e-02 -2.33026138e-24
7.60552110e-02 -2.26550450e-24
7.60952190e-02 -2.18757495e-24
7.61352270e-02 -2.09686412e-24
7.61752350e-02 -1.99383780e-24
7.62152430e-02 -1.87903387e-24
7.62552511e-02 -1.75305947e-24
7.62952591e-02 -1.61658786e-24
7.63352671e-02 -1.47035483e-24
7.63752751e-02 -1.31515476e-24
7.64152831e-02 -1.15183631e-24
7.64552911e-02 -9.81297842e-25
7.64952991e-02 -8.04482452e-25
7.65353071e-02 -6.22372801e-25
7.65753151e-02 -4.35985666e-25
7.66153231e-02 -2.46366280e-25
7.66553311e-02 -5.45824916e-26
7.66953391e-02 1.38281235e-25
7.67353471e-02 3.31129933e-25
7.67753551e-02 5.22864330e-25
7.68153631e-02 7.12387098e-25
7.68553711e-02 8.98609118e-25
7.68953791e-02 1.08045572e-24
7.69353871e-02 1.25687286e-24
7.69753951e-02 1.42683321e-24
7.70154031e-02 1.58934215e-24
7.70554111e-02 1.74344353e-24
7.70954191e-02 1.88822528e-24
7.71354271e-02 2.02282480e-24
7.71754351e-02 2.14643408e-24
7.72154431e-02 2.25830450e-24
7.72554511e-02 2.35775137e-24
7.72954591e-02 2.44415803e-24
7.73354671e-02 2.51697972e-24
7.73754751e-02 2.57574689e-24
7.74154831e-02 2.62006824e-24
7.74554911e-02 2.64963323e-24
7.74954991e-02 2.66421419e-24
7.75355071e-02 2.66366795e-24
7.75755151e-02 2.64793697e-24
7.76155231e-02 2.61705005e-24
7.76555311e-02 2.57112248e-24
7.76955391e-02 2.51035574e-24
7.77355471e-02 2.43503671e-24
7.77755551e-02 2.34553637e-24
7.78155631e-02 2.24230800e-24
7.78555711e-02 2.12588495e-24
7.78955791e-02 1.99687793e-24
7.79355871e-02 1.85597181e-24
7.79755951e-02 1.70392204e-24
7.80156031e-02 1.54155060e-24
7.80556111e-02 1.36974162e-24
7.80956191e-02 1.18943655e-24
7.81356271e-02 1.00162904e-24
7.81756351e-02 8.07359492e-25
7.82156431e-02 6.07709317e-25
7.82556511e-02 4.03794922e-25
7.82956591e-02 1.96761495e-25
7.83356671e-02 -1.22234038e-26
7.83756751e-02 -2.21976413e-25
7.84156831e-02 -4.31305047e-25
7.84556911e-02 -6.39014460e-25
7.84956991e-02 -8.43914247e-25
7.85357071e-02 -1.04482524e-24
7.85757151e-02 -1.24058629e-24
7.86157231e-02 -1.43006093e-24
7.86557311e-02 -1.61214399e-24
7.86957391e-02 -1.78576799e-24
7.87357471e-02 -1.94990937e-24
7.87757552e-02 -2.10359455e-24
7.88157632e-02 -2.24590563e-24
7.88557712e-02 -2.37598584e-24
7.88957792e-02 -2.49304472e-24
7.89357872e-02 -2.59636286e-24
7.89757952e-02 -2.68529626e-24
7.90158032e-02 -2.75928036e-24
7.90558112e-02 -2.81783352e-24
7.90958192e-02 -2.86056014e-24
7.91358272e-02 -2.88715324e-24
7.91758352e-02 -2.89739657e-24
7.92158432e-02 -2.89116619e-24
7.92558512e-02 -2.86843159e-24
7.92958592e-02 -2.82925617e-24
7.93358672e-02 -2.77379733e-24
7.93758752e-02 -2.70230590e-24
7.94158832e-02 -2.61512509e-24
7.94558912e-02 -2.51268894e-24
7.94958992e-02 -2.39552015e-24
7.95359072e-02 -2.26422751e-24
7.95759152e-02 -2.11950276e-24
7.96159232e-02 -1.96211696e-24
7.96559312e-02 -1.79291642e-24
7.96959392e-02 -1.61281821e-24
7.97359472e-02 -1.42280518e-24
7.97759552e-02 -1.22392062e-24
7.98159632e-02 -1.01726260e-24
7.98559712e-02 -8.03977854e-25
7.98959792e-02 -5.85255529e-25
7.99359872e-02 -3.62320510e-25
7.99759952e-02 -1.36426609e-25
8.00160032e-02 9.11504728e-26
8.00560112e-02 3.19120323e-25
8.00960192e-02 5.46185120e-25
8.01360272e-02 7.71046996e-25
8.01760352e-02 9.92415438e-25
8.02160432e-02 1.20901467e-24
8.02560512e-02 1.41959099e-24
8.02960592e-02 1.62292000e-24
8.03360672e-02 1.81781369e-24
8.03760752e-02 2.00312738e-24
8.04160832e-02 2.17776641e-24
8.04560912e-02 2.34069256e-24
8.04960992e-02 2.49093022e-24
8.05361072e-02 2.62757219e-24
8.05761152e-02 2.74978513e-24
8.06161232e-02 2.85681459e-24
8.06561312e-02 2.94798967e-24
8.06961392e-02 3.02272710e-24
8.07361472e-02 3.08053501e-24
8.07761552e-02 3.12101603e-24
8.08161632e-02 3.14386996e-24
8.08561712e-02 3.14889588e-24
8.08961792e-02 3.13599367e-24
8.09361872e-02 3.10516500e-24
8.09761952e-02 3.05651372e-24
8.10162032e-02 2.99024569e-24
8.10562112e-02 2.90666802e-24
8.10962192e-02 2.80618768e-24
8.11362272e-02 2.68930965e-24
8.11762352e-02 2.55663438e-24
8.12162432e-02 2.40885476e-24
8.12562513e-02 2.24675259e-24
8.12962593e-02 2.07119439e-24
8.13362673e-02 1.88312688e-24
8.13762753e-02 1.68357187e-24
8.14162833e-02 1.47362076e-24
8.14562913e-02 1.25442856e-24
8.14962993e-02 1.02720758e-24
8.15363073e-02 7.93220768e-25
8.15763153e-02 5.53774699e-25
8.16163233e-02 3.10212294e-25
8.16563313e-02 6.39053249e-26
8.16963393e-02 -1.83753295e-25
8.17363473e-02 -4.31357363e-25
8.17763553e-02 -6.77495352e-25
8.18163633e-02 -9.20758430e-25
8.18563713e-02 -1.15974851e-24
8.18963793e-02 -1.39308624e-24
8.19363873e-02 -1.61941898e-24
8.19763953e-02 -1.83742858e-24
8.20164033e-02 -2.04583904e-24
8.20564113e-02 -2.24342398e-24
8.20964193e-02 -2.42901379e-24
8.21364273e-02 -2.60150254e-24
8.21764353e-02 -2.75985456e-24
8.22164433e-02 -2.90311059e-24
8.22564513e-02 -3.03039356e-24
8.22964593e-02 -3.14091396e-24
8.23364673e-02 -3.23397463e-24
8.23764753e-02 -3.30897515e-24
8.24164833e-02 -3.36541562e-24
8.24564913e-02 -3.40289994e-24
8.24964993e-02 -3.42113846e-24
8.25365073e-02 -3.41995007e-24
8.25765153e-02 -3.39926367e-24
8.26165233e-02 -3.35911899e-24
8.26565313e-02 -3.29966687e-24
8.26965393e-02 -3.22116875e-24
8.27365473e-02 -3.12399573e-24
8.27765553e-02 -3.00862681e-24
8.28165633e-02 -2.87564663e-24
8.28565713e-02 -2.72574256e-24
8.28965793e-02 -2.55970119e-24
8.29365873e-02 -2.37840425e-24
8.29765953e-02 -2.18282393e-24
8.30166033e-02 -1.97401778e-24
8.30566113e-02 -1.75312292e-24
8.30966193e-02 -1.52134998e-24
8.31366273e-02 -1.27997641e-24
8.31766353e-02 -1.03033953e-24
8.32166433e-02 -7.73829105e-25
8.32566513e-02 -5.11879658e-25
8.32966593e-02 -2.45962459e-25
8.33366673e-02 2.24227049e-26
8.33766753e-02 2.91755969e-25
8.34166833e-02 5.60505970e-25
8.34566913e-02 8.27138532e-25
8.34966993e-02 1.09012540e-24
8.35367073e-02 1.34795296e-24
8.35767153e-02 1.59913096e-24
8.36167233e-02 1.84220105e-24
8.36567313e-02 2.07574527e-24
8.36967393e-02 2.29839427e-24
8.37367473e-02 2.50883528e-24
8.37767554e-02 2.70581989e-24
8.38167634e-02 2.88817137e-24
8.38567714e-02 3.05479168e-24
8.38967794e-02 3.20466805e-24
8.39367874e-02 3.33687906e-24
8.39767954e-02 3.45060033e-24
8.40168034e-02 3.54510953e-24
8.40568114e-02 3.61979096e-24
8.40968194e-02 3.67413946e-24
8.41368274e-02 3.70776373e-24
8.41768354e-02 3.72038905e-24
8.42168434e-02 3.71185927e-24
8.42568514e-02 3.68213820e-24
8.42968594e-02 3.63131029e-24
8.43368674e-02 3.55958065e-24
8.43768754e-02 3.46727434e-24
8.44168834e-02 3.35483499e-24
8.44568914e-02 3.22282279e-24
8.44968994e-02 3.07191172e-24
8.45369074e-02 2.90288620e-24
8.45769154e-02 2.71663704e-24
8.46169234e-02 2.51415677e-24
8.46569314e-02 2.29653444e-24
8.46969394e-02 2.06494977e-24
8.47369474e-02 1.82066679e-24
8.47769554e-02 1.56502697e-24
8.48169634e-02 1.29944190e-24
8.48569714e-02 1.02538550e-24
8.48969794e-02 7.44385909e-25
8.49369874e-02 4.58016940e-25
8.49769954e-02 1.67889336e-25
8.50170034e-02 -1.24358282e-25
8.50570114e-02 -4.17068641e-25
8.50970194e-02 -7.08575186e-25
8.51370274e-02 -9.97211545e-25
8.51770354e-02 -1.28132102e-24
8.52170434e-02 -1.55926609e-24
8.52570514e-02 -1.82943778e-24
8.52970594e-02 -2.09026499e-24
8.53370674e-02 -2.34022358e-24
8.53770754e-02 -2.57784525e-24
8.54170834e-02 -2.80172614e-24
8.54570914e-02 -3.01053506e-24
8.54970994e-02 -3.20302142e-24
8.55371074e-02 -3.37802264e-24
8.55771154e-02 -3.53447113e-24
8.56171234e-02 -3.67140079e-24
8.56571314e-02 -3.78795289e-24
8.56971394e-02 -3.88338140e-24
8.57371474e-02 -3.95705773e-24
8.57771554e-02 -4.00847472e-24
8.58171634e-02 -4.03725007e-24
8.58571714e-02 -4.04312900e-24
8.58971794e-02 -4.02598621e-24
8.59371874e-02 -3.98582712e-24
8.59771954e-02 -3.92278837e-24
8.60172034e-02 -3.83713754e-24
8.60572114e-02 -3.72927220e-24
8.60972194e-02 -3.59971810e-24
8.61372274e-02 -3.44912673e-24
8.61772354e-02 -3.27827212e-24
8.62172434e-02 -3.08804688e-24
8.62572515e-02 -2.87945761e-24
8.62972595e-02 -2.65361964e-24
8.63372675e-02 -2.41175104e-24
8.63772755e-02 -2.15516619e-24
8.64172835e-02 -1.88526858e-24
8.64572915e-02 -1.60354323e-24
8.64972995e-02 -1.31154851e-24
8.65373075e-02 -1.01090760e-24
8.65773155e-02 -7.03299431e-25
8.66173235e-02 -3.90449410e-25
8.66573315e-02 -7.41197224e-26
8.66973395e-02 2.43900544e-25
8.67373475e-02 5.61805495e-25
8.67773555e-02 8.77782652e-25
8.68173635e-02 1.19002326e-24
8.68573715e-02 1.49673261e-24
8.68973795e-02 1.79614034e-24
8.69373875e-02 2.08651057e-24
8.69773955e-02 2.36615202e-24
8.70174035e-02 2.63342775e-24
8.70574115e-02 2.88676476e-24
8.70974195e-02 3.12466319e-24
8.71374275e-02 3.34570515e-24
8.71774355e-02 3.54856316e-24
8.72174435e-02 3.73200807e-24
8.72574515e-02 3.89491643e-24
8.72974595e-02 4.03627736e-24
8.73374675e-02 4.15519876e-24
8.73774755e-02 4.25091281e-24
8.74174835e-02 4.32278095e-24
8.74574915e-02 4.37029792e-24
8.74974995e-02 4.39309528e-24
8.75375075e-02 4.39094398e-24
8.75775155e-02 4.36375627e-24
8.76175235e-02 4.31158675e-24
8.76575315e-02 4.23463264e-24
8.76975395e-02 4.13323320e-24
8.77375475e-02 4.00786840e-24
8.77775555e-02 3.85915673e-24
8.78175635e-02 3.68785224e-24
8.78575715e-02 3.49484076e-24
8.78975795e-02 3.28113541e-24
8.79375875e-02 3.04787134e-24
8.79775955e-02 2.79629970e-24
8.80176035e-02 2.52778103e-24
8.80576115e-02 2.24377790e-24
8.80976195e-02 1.94584703e-24
8.81376275e-02 1.63563075e-24
8.81776355e-02 1.31484800e-24
8.82176435e-02 9.85284833e-25
8.82576515e-02 6.48784518e-25
8.82976595e-02 3.07237253e-25
8.83376675e-02 -3.74304217e-26
8.83776755e-02 -3.83266457e-25
8.84176835e-02 -7.28304318e-25
8.84576915e-02 -1.07057414e-24
8.84976995e-02 -1.40811392e-24
8.85377075e-02 -1.73898079e-24
8.85777155e-02 -2.06126208e-24
8.86177235e-02 -2.37308642e-24
8.86577315e-02 -2.67263454e-24
8.86977395e-02 -2.95814984e-24
8.87377475e-02 -3.22794867e-24
8.87777556e-02 -3.48043019e-24
8.88177636e-02 -3.71408589e-24
8.88577716e-02 -3.92750849e-24
8.88977796e-02 -4.11940040e-24
8.89377876e-02 -4.28858154e-24
8.89777956e-02 -4.43399656e-24
8.90178036e-02 -4.55472135e-24
8.90578116e-02 -4.64996881e-24
8.90978196e-02 -4.71909390e-24
8.91378276e-02 -4.76159791e-24
8.91778356e-02 -4.77713185e-24
8.92178436e-02 -4.76549907e-24
8.92578516e-02 -4.72665695e-24
8.92978596e-02 -4.66071781e-24
8.93378676e-02 -4.56794888e-24
8.93778756e-02 -4.44877137e-24
8.94178836e-02 -4.30375871e-24
8.94578916e-02 -4.13363387e-24
8.94978996e-02 -3.93926589e-24
8.95379076e-02 -3.72166544e-24
8.95779156e-02 -3.48197968e-24
8.96179236e-02 -3.22148626e-24
8.96579316e-02 -2.94158653e-24
8.96979396e-02 -2.64379810e-24
8.97379476e-02 -2.32974659e-24
8.97779556e-02 -2.00115687e-24
8.98179636e-02 -1.65984358e-24
8.98579716e-02 -1.30770114e-24
8.98979796e-02 -9.46693303e-25
8.99379876e-02 -5.78842233e-25
8.99779956e-02 -2.06217195e-25
9.00180036e-02 1.69077038e-25
9.00580116e-02 5.44912039e-25
9.00980196e-02 9.19147769e-25
9.01380276e-02 1.28964472e-24
